Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Arhar/Tur,2014,Kharif     ,Chhattisgarh,55306,35064,1274.7,8348993.76,18250.98,0.592962963
Bajra,2014,Kharif     ,Chhattisgarh,146,91,1274.7,22040.16,48.18,0.518333333
Bajra,2014,Whole Year ,Chhattisgarh,1065,39983,1274.7,160772.4,351.45,36.92791667
Barley,2014,Rabi       ,Chhattisgarh,2503,2703,1274.7,377852.88,825.99,1.163636364
Castor seed,2014,Rabi       ,Chhattisgarh,48,14,1274.7,7246.08,15.84,0.234
Coconut ,2014,Whole Year ,Chhattisgarh,59,0,1274.7,8906.64,19.47,0
Coriander,2014,Whole Year ,Chhattisgarh,2240,651,1274.7,338150.4,739.2,0.2684
Cotton(lint),2014,Whole Year ,Chhattisgarh,59,75,1274.7,8906.64,19.47,0.976666667
Dry chillies,2014,Whole Year ,Chhattisgarh,6891,3576,1274.7,1040265.36,2274.03,0.496666667
Garlic,2014,Whole Year ,Chhattisgarh,1064,2824,1274.7,160621.44,351.12,2.71
Ginger,2014,Whole Year ,Chhattisgarh,1757,2188,1274.7,265236.72,579.81,1.637142857
Gram,2014,Rabi       ,Chhattisgarh,293263,311152,1274.7,44270982.48,96776.79,1.113076923
Groundnut,2014,Kharif     ,Chhattisgarh,29095,40762,1274.7,4392181.2,9601.35,1.434285714
Horse-gram,2014,Kharif     ,Chhattisgarh,43859,13849,1274.7,6620954.64,14473.47,0.324347826
Horse-gram,2014,Rabi       ,Chhattisgarh,1399,417,1274.7,211193.04,461.67,0.294166667
Jowar,2014,Whole Year ,Chhattisgarh,5000,4230,1274.7,754800,1650,0.836666667
Jute,2014,Kharif     ,Chhattisgarh,139,0,1274.7,20983.44,45.87,0
Khesari,2014,Rabi       ,Chhattisgarh,338202,297877,1274.7,51054973.92,111606.66,0.924347826
Linseed,2014,Rabi       ,Chhattisgarh,27398,11178,1274.7,4136002.08,9041.34,0.40125
Maize,2014,Kharif     ,Chhattisgarh,125074,235014,1274.7,18881171.04,41274.42,1.803333333
Masoor,2014,Rabi       ,Chhattisgarh,15947,5427,1274.7,2407359.12,5262.51,0.327391304
Mesta,2014,Kharif     ,Chhattisgarh,1133,2059,1274.7,171037.68,373.89,1.97
Moong(Green Gram),2014,Kharif     ,Chhattisgarh,8803,2534,1274.7,1328900.88,2904.99,0.271481481
Moong(Green Gram),2014,Rabi       ,Chhattisgarh,7622,1621,1274.7,1150617.12,2515.26,0.231304348
Niger seed,2014,Kharif     ,Chhattisgarh,63559,11349,1274.7,9594866.64,20974.47,0.205882353
Onion,2014,Whole Year ,Chhattisgarh,4808,42902,1274.7,725815.68,1586.64,8.960869565
Other  Rabi pulses,2014,Rabi       ,Chhattisgarh,2717,380,1274.7,410158.32,896.61,0.184090909
Other Kharif pulses,2014,Kharif     ,Chhattisgarh,9957,1827,1274.7,1503108.72,3285.81,0.247692308
Peas & beans (Pulses),2014,Rabi       ,Chhattisgarh,13343,5154,1274.7,2014259.28,4403.19,0.3672
Potato,2014,Kharif     ,Chhattisgarh,1995,11894,1274.7,301165.2,658.35,6.859166667
Potato,2014,Rabi       ,Chhattisgarh,10522,62732,1274.7,1588401.12,3472.26,6.647727273
Ragi,2014,Kharif     ,Chhattisgarh,7640,1987,1274.7,1153334.4,2521.2,0.235
Rapeseed &Mustard,2014,Rabi       ,Chhattisgarh,46564,24586,1274.7,7029301.44,15366.12,0.51037037
Rice,2014,Kharif     ,Chhattisgarh,4035700,7977746,1274.7,609229272,1331781,1.92962963
Safflower,2014,Rabi       ,Chhattisgarh,1329,393,1274.7,200625.84,438.57,0.321818182
Sannhamp,2014,Kharif     ,Chhattisgarh,1403,472,1274.7,211796.88,462.99,0.3145
Sesamum,2014,Kharif     ,Chhattisgarh,17517,7918,1274.7,2644366.32,5780.61,0.44962963
Small millets,2014,Kharif     ,Chhattisgarh,116185,27670,1274.7,17539287.6,38341.05,0.24
Soyabean,2014,Kharif     ,Chhattisgarh,102811,50070,1274.7,15520348.56,33927.63,0.799565217
Sugarcane,2014,Whole Year ,Chhattisgarh,12453,76149,1274.7,1879904.88,4109.49,6.040869565
Sunflower,2014,Kharif     ,Chhattisgarh,2883,1001,1274.7,435217.68,951.39,0.370526316
Sweet potato,2014,Whole Year ,Chhattisgarh,2553,13977,1274.7,385400.88,842.49,5.429230769
Tobacco,2014,Whole Year ,Chhattisgarh,33,16,1274.7,4981.68,10.89,0.625
Turmeric,2014,Whole Year ,Chhattisgarh,1880,1621,1274.7,283804.8,620.4,1.030416667
Urad,2014,Kharif     ,Chhattisgarh,92613,29233,1274.7,13980858.48,30562.29,0.335555556
Urad,2014,Rabi       ,Chhattisgarh,3256,863,1274.7,491525.76,1074.48,0.272380952
Wheat,2014,Rabi       ,Chhattisgarh,103195,153321,1274.7,15578317.2,34054.35,1.745384615
Arhar/Tur,2014,Kharif     ,Gujarat,219823,239302,605.6,33184480.08,72541.59,1.097142857
Bajra,2014,Kharif     ,Gujarat,178840.2,291759,605.6,26997716.59,59017.266,1.586153846
Bajra,2014,Summer     ,Gujarat,274176,718369,605.6,41389608.96,90478.08,2.562333333
Banana,2014,Whole Year ,Gujarat,26989,1990076,605.6,4074259.44,8906.37,67.33181818
Castor seed,2014,Kharif     ,Gujarat,693527,1440526,605.6,104694835.9,228863.91,2.158
Cotton(lint),2014,Kharif     ,Gujarat,2883793,9233677,605.6,435337391.3,951651.69,3.495666667
Dry chillies,2014,Whole Year ,Gujarat,11498,10702,605.6,1735738.08,3794.34,0.944444444
Garlic,2014,Whole Year ,Gujarat,7844,45867,605.6,1184130.24,2588.52,5.896
Gram,2014,Rabi       ,Gujarat,163984,167820,605.6,24755024.64,54114.72,1.0378125
Groundnut,2014,Kharif     ,Gujarat,1332076,2555986,605.6,201090193,439585.08,2.047096774
Groundnut,2014,Summer     ,Gujarat,51196,94178,605.6,7728548.16,16894.68,1.799032258
Guar seed,2014,Whole Year ,Gujarat,277330,220559,605.6,41865736.8,91518.9,0.772222222
Jowar,2014,Kharif     ,Gujarat,35946,43845,605.6,5426408.16,11862.18,1.198235294
Jowar,2014,Rabi       ,Gujarat,33685,47998,605.6,5085087.6,11116.05,1.308235294
Maize,2014,Kharif     ,Gujarat,308788,387805,605.6,46614636.48,101900.04,1.409090909
Maize,2014,Rabi       ,Gujarat,79664,169660,605.6,12026077.44,26289.12,1.969375
Maize,2014,Summer     ,Gujarat,5890,11341,605.6,889154.4,1943.7,1.847857143
Moong(Green Gram),2014,Kharif     ,Gujarat,82314,40681,605.6,12426121.44,27163.62,0.5490625
Moong(Green Gram),2014,Summer     ,Gujarat,35984,18252,605.6,5432144.64,11874.72,0.526
Moth,2014,Kharif     ,Gujarat,10170,4389,605.6,1535263.2,3356.1,0.463913043
Onion,2014,Rabi       ,Gujarat,38809,1081939,605.6,5858606.64,12806.97,28.18724138
Onion,2014,Summer     ,Gujarat,8185,233276,605.6,1235607.6,2701.05,26.506
Other  Rabi pulses,2014,Rabi       ,Gujarat,17474,13358,605.6,2637875.04,5766.42,0.693888889
Other Cereals,2014,Kharif     ,Gujarat,4207,2779,605.6,635088.72,1388.31,0.593333333
Other Kharif pulses,2014,Kharif     ,Gujarat,10028,4600,605.6,1513826.88,3309.24,0.444782609
Potato,2014,Whole Year ,Gujarat,101663,2609426,605.6,15347046.48,33548.79,25.4975
Ragi,2014,Kharif     ,Gujarat,20078,17141,605.6,3030974.88,6625.74,0.83
Rapeseed &Mustard,2014,Rabi       ,Gujarat,185008,336641,605.6,27928807.68,61052.64,1.730357143
Rice,2014,Kharif     ,Gujarat,763205,1671308,605.6,115213426.8,251857.65,1.867368421
Rice,2014,Summer     ,Gujarat,31238,100275,605.6,4715688.48,10308.54,3.144166667
Sesamum,2014,Kharif     ,Gujarat,137247,79371,605.6,20718807.12,45291.51,0.553
Sesamum,2014,Summer     ,Gujarat,53301,26290,605.6,8046318.96,17589.33,0.470740741
Small millets,2014,Rabi       ,Gujarat,15189,19191,605.6,2292931.44,5012.37,1.34
Soyabean,2014,Kharif     ,Gujarat,58047,45095,605.6,8762775.12,19155.51,0.727333333
Sugarcane,2014,Whole Year ,Gujarat,208553,14342042,605.6,31483160.88,68822.49,69.400625
Tobacco,2014,Kharif     ,Gujarat,48148,90440,605.6,7268422.08,15888.84,1.7825
Tobacco,2014,Rabi       ,Gujarat,114809,213940,605.6,17331566.64,37886.97,1.612222222
Urad,2014,Kharif     ,Gujarat,67835,47654,605.6,10240371.6,22385.55,0.735625
Urad,2014,Summer     ,Gujarat,1351,877,605.6,203946.96,445.83,0.715
Wheat,2014,Rabi       ,Gujarat,1171449,3293487,605.6,176841941,386578.17,2.8178125
Arhar/Tur,2014,Kharif     ,Haryana,6000,6100,301.3,905760,1980,0.955454545
Bajra,2014,Kharif     ,Haryana,393000,683000,301.3,59327280,129690,1.869411765
Barley,2014,Rabi       ,Haryana,35000,110000,301.3,5283600,11550,2.976363636
Castor seed,2014,Kharif     ,Haryana,500,600,301.3,75480,165,0.89
Coriander,2014,Whole Year ,Haryana,2166,3904,301.3,326979.36,714.78,2.171428571
Cotton(lint),2014,Kharif     ,Haryana,647000,1939000,301.3,97671120,213510,2.907692308
Garlic,2014,Whole Year ,Haryana,3342,32575,301.3,504508.32,1102.86,10.69666667
Ginger,2014,Whole Year ,Haryana,285,4160,301.3,43023.6,94.05,13.93333333
Gram,2014,Rabi       ,Haryana,64000,41000,301.3,9661440,21120,0.695
Groundnut,2014,Kharif     ,Haryana,3700,4300,301.3,558552,1221,1.16
Horse-gram,2014,Kharif     ,Haryana,300,300,301.3,45288,99,1
Jowar,2014,Kharif     ,Haryana,53000,27000,301.3,8000880,17490,0.405555556
Maize,2014,Kharif     ,Haryana,9000,18000,301.3,1358640,2970,2
Masoor,2014,Rabi       ,Haryana,2000,1600,301.3,301920,660,0.871428571
Moong(Green Gram),2014,Kharif     ,Haryana,6700,3300,301.3,1011432,2211,0.44
Moth,2014,Kharif     ,Haryana,400,200,301.3,60384,132,0.5
Onion,2014,Whole Year ,Haryana,28688,640215,301.3,4330740.48,9467.04,22.56047619
Peas & beans (Pulses),2014,Kharif     ,Haryana,14703,104300,301.3,2219564.88,4851.99,7.4015
Peas & beans (Pulses),2014,Rabi       ,Haryana,1400,2000,301.3,211344,462,1.666666667
Potato,2014,Whole Year ,Haryana,30134,722584,301.3,4549028.64,9944.22,23.752
Rapeseed &Mustard,2014,Rabi       ,Haryana,480000,689000,301.3,72460800,158400,1.211052632
Rice,2014,Kharif     ,Haryana,1277000,3989000,301.3,192775920,421410,2.9465
Sesamum,2014,Kharif     ,Haryana,1700,800,301.3,256632,561,0.385
Sugarcane,2014,Whole Year ,Haryana,95000,7035000,301.3,14341200,31350,72.15153846
Sunflower,2014,Kharif     ,Haryana,7100,31900,301.3,1071816,2343,3.083333333
Turmeric,2014,Whole Year ,Haryana,3046,31031,301.3,459824.16,1005.18,11.8825
Urad,2014,Kharif     ,Haryana,1300,500,301.3,196248,429,0.358
Wheat,2014,Rabi       ,Haryana,2628000,10457000,301.3,396722880,867240,3.782857143
other oilseeds,2014,Rabi       ,Haryana,1000,1000,301.3,150960,330,1
Arhar/Tur,2014,Kharif     ,Himachal Pradesh,20,7,1019.9,3019.2,6.6,0.243333333
Bajra,2014,Kharif     ,Himachal Pradesh,657,342,1019.9,99180.72,216.81,0.518
Barley,2014,Rabi       ,Himachal Pradesh,20374,36473,1019.9,3075659.04,6723.42,1.818181818
Coriander,2014,Rabi       ,Himachal Pradesh,172,53,1019.9,25965.12,56.76,0.24
Cotton(lint),2014,Kharif     ,Himachal Pradesh,4,2,1019.9,603.84,1.32,0.39
Dry chillies,2014,Kharif     ,Himachal Pradesh,466,151,1019.9,70347.36,153.78,0.335
Garlic,2014,Rabi       ,Himachal Pradesh,4608,6519,1019.9,695623.68,1520.64,1.084
Ginger,2014,Kharif     ,Himachal Pradesh,2144,14712,1019.9,323658.24,707.52,6.611
Gram,2014,Rabi       ,Himachal Pradesh,399,357,1019.9,60233.04,131.67,0.813333333
Groundnut,2014,Kharif     ,Himachal Pradesh,44,28,1019.9,6642.24,14.52,0.7175
Horse-gram,2014,Kharif     ,Himachal Pradesh,1472,607,1019.9,222213.12,485.76,0.375
Linseed,2014,Rabi       ,Himachal Pradesh,680,163,1019.9,102652.8,224.4,0.235
Maize,2014,Kharif     ,Himachal Pradesh,289204,503715,1019.9,43658235.84,95437.32,1.985
Masoor,2014,Rabi       ,Himachal Pradesh,477,300,1019.9,72007.92,157.41,0.604444444
Moong(Green Gram),2014,Kharif     ,Himachal Pradesh,222,97,1019.9,33513.12,73.26,0.485714286
Moth,2014,Kharif     ,Himachal Pradesh,14,4,1019.9,2113.44,4.62,0.246666667
Onion,2014,Rabi       ,Himachal Pradesh,806,7600,1019.9,121673.76,265.98,9.471
Other Kharif pulses,2014,Kharif     ,Himachal Pradesh,6180,5244,1019.9,932932.8,2039.4,0.843333333
Peas & beans (Pulses),2014,Kharif     ,Himachal Pradesh,1361,1693,1019.9,205456.56,449.13,1.296666667
Peas & beans (Pulses),2014,Rabi       ,Himachal Pradesh,2040,597,1019.9,307958.4,673.2,0.3275
Potato,2014,Kharif     ,Himachal Pradesh,6548,65364,1019.9,988486.08,2160.84,10.461
Potato,2014,Rabi       ,Himachal Pradesh,3551,23045,1019.9,536058.96,1171.83,4.698
Ragi,2014,Kharif     ,Himachal Pradesh,1908,1895,1019.9,288031.68,629.64,0.828571429
Rapeseed &Mustard,2014,Rabi       ,Himachal Pradesh,8626,4723,1019.9,1302180.96,2846.58,0.491818182
Rice,2014,Kharif     ,Himachal Pradesh,72380,116365,1019.9,10926484.8,23885.4,1.72
Sesamum,2014,Kharif     ,Himachal Pradesh,1998,649,1019.9,301618.08,659.34,0.348888889
Small millets,2014,Kharif     ,Himachal Pradesh,4122,2987,1019.9,622257.12,1360.26,0.738571429
Soyabean,2014,Kharif     ,Himachal Pradesh,633,934,1019.9,95557.68,208.89,1.288571429
Sugarcane,2014,Whole Year ,Himachal Pradesh,1600,36681,1019.9,241536,528,26.19142857
Tobacco,2014,Kharif     ,Himachal Pradesh,0.8,2,1019.9,120.768,0.264,1.435
Turmeric,2014,Kharif     ,Himachal Pradesh,256,143,1019.9,38645.76,84.48,0.512857143
Urad,2014,Kharif     ,Himachal Pradesh,7342,3396,1019.9,1108348.32,2422.86,0.453636364
Wheat,2014,Rabi       ,Himachal Pradesh,345548,639209,1019.9,52163926.08,114030.84,1.846666667
Arhar/Tur,2014,Kharif     ,Madhya Pradesh,520000,506000,891.2,78499200,171600,0.934583333
Bajra,2014,Kharif     ,Madhya Pradesh,225000,428000,891.2,33966000,74250,1.620869565
Barley,2014,Kharif     ,Madhya Pradesh,42000,56000,891.2,6340320,13860,1.300967742
Cotton(lint),2014,Kharif     ,Madhya Pradesh,637000,738000,891.2,96161520,210210,0.912777778
Gram,2014,Rabi       ,Madhya Pradesh,2796000,2938000,891.2,422084160,922680,0.976470588
Groundnut,2014,Kharif     ,Madhya Pradesh,214000,360000,891.2,32305440,70620,1.505769231
Horse-gram,2014,Kharif     ,Madhya Pradesh,14000,8000,891.2,2113440,4620,0.526
Jowar,2014,Kharif     ,Madhya Pradesh,220000,372000,891.2,33211200,72600,1.541428571
Linseed,2014,Rabi       ,Madhya Pradesh,72000,44000,891.2,10869120,23760,0.69
Maize,2014,Kharif     ,Madhya Pradesh,1131000,2530000,891.2,170735760,373230,2.093061224
Masoor,2014,Rabi       ,Madhya Pradesh,502000,359000,891.2,75781920,165660,0.712162162
Moong(Green Gram),2014,Kharif     ,Madhya Pradesh,149000,68000,891.2,22493040,49170,0.437209302
Niger seed,2014,Kharif     ,Madhya Pradesh,42000,18000,891.2,6340320,13860,0.478333333
Peas & beans (Pulses),2014,Rabi       ,Madhya Pradesh,216000,246000,891.2,32607360,71280,1.286410256
Rapeseed &Mustard,2014,Rabi       ,Madhya Pradesh,614000,630000,891.2,92689440,202620,0.93
Rice,2014,Kharif     ,Madhya Pradesh,2057000,3522660,891.2,310524720,678810,1.663488372
Safflower,2014,Rabi       ,Madhya Pradesh,19000,12000,891.2,2868240,6270,0.615
Sesamum,2014,Whole Year ,Madhya Pradesh,341000,179000,891.2,51477360,112530,0.446764706
Small millets,2014,Kharif     ,Madhya Pradesh,122000,62000,891.2,18417120,40260,0.490833333
Soyabean,2014,Kharif     ,Madhya Pradesh,5571000,6350000,891.2,840998160,1838430,1.189583333
Sugarcane,2014,Whole Year ,Madhya Pradesh,102000,4090000,891.2,15397920,33660,32.1559375
Urad,2014,Kharif     ,Madhya Pradesh,841000,427000,891.2,126957360,277530,0.5156
Wheat,2014,Rabi       ,Madhya Pradesh,5999000,18463000,891.2,905609040,1979670,2.904705882
Arhar/Tur,2014,Kharif     ,Maharashtra,1210200,353300,1001.6,182691792,399366,0.313529412
Bajra,2014,Kharif     ,Maharashtra,864800,537900,1001.6,130550208,285384,0.451052632
Castor seed,2014,Kharif     ,Maharashtra,17300,4000,1001.6,2611608,5709,0.188571429
Cotton(lint),2014,Kharif     ,Maharashtra,4189900,3577100,1001.6,632507304,1382667,0.9664
Gram,2014,Rabi       ,Maharashtra,1427500,1087700,1001.6,215495400,471075,0.731612903
Groundnut,2014,Kharif     ,Maharashtra,243800,252900,1001.6,36804048,80454,0.643636364
Groundnut,2014,Summer     ,Maharashtra,82700,126000,1001.6,12484392,27291,1.4928
Jowar,2014,Kharif     ,Maharashtra,680100,584400,1001.6,102667896,224433,0.95625
Jowar,2014,Rabi       ,Maharashtra,2608100,1524400,1001.6,393718776,860673,0.717307692
Linseed,2014,Rabi       ,Maharashtra,23900,5300,1001.6,3607944,7887,0.235
Maize,2014,Kharif     ,Maharashtra,800500,1496100,1001.6,120843480,264165,1.76
Maize,2014,Rabi       ,Maharashtra,239800,651400,1001.6,36200208,79134,1.730869565
Maize,2014,Summer     ,Maharashtra,35900,53700,1001.6,5419464,11847,1.240454545
Moong(Green Gram),2014,Kharif     ,Maharashtra,315200,83700,1001.6,47582592,104016,0.273939394
Niger seed,2014,Kharif     ,Maharashtra,16400,2800,1001.6,2475744,5412,0.113157895
Other  Rabi pulses,2014,Rabi       ,Maharashtra,103300,33900,1001.6,15594168,34089,0.327037037
Other Kharif pulses,2014,Kharif     ,Maharashtra,76500,28700,1001.6,11548440,25245,0.327
Ragi,2014,Kharif     ,Maharashtra,111600,119000,1001.6,16847136,36828,1.091818182
Rice,2014,Kharif     ,Maharashtra,1508400,2835400,1001.6,227708064,497772,1.3064
Rice,2014,Summer     ,Maharashtra,42800,111200,1001.6,6461088,14124,2.52375
Safflower,2014,Rabi       ,Maharashtra,74200,26300,1001.6,11201232,24486,0.571578947
Sesamum,2014,Kharif     ,Maharashtra,19900,4000,1001.6,3004104,6567,0.224444444
Sesamum,2014,Rabi       ,Maharashtra,700,100,1001.6,105672,231,0.0625
Small millets,2014,Kharif     ,Maharashtra,64100,23800,1001.6,9676536,21153,0.349655172
Small millets,2014,Rabi       ,Maharashtra,17300,5900,1001.6,2611608,5709,0.385384615
Soyabean,2014,Kharif     ,Maharashtra,3640200,1821600,1001.6,549524592,1201266,0.758571429
Sugarcane,2014,Whole Year ,Maharashtra,1029500,91538100,1001.6,155413320,339735,71.18857143
Sunflower,2014,Kharif     ,Maharashtra,32300,10000,1001.6,4876008,10659,0.24
Sunflower,2014,Rabi       ,Maharashtra,47900,20700,1001.6,7230984,15807,0.326153846
Sunflower,2014,Summer     ,Maharashtra,1900,2000,1001.6,286824,627,0.8375
Tobacco,2014,Whole Year ,Maharashtra,1300,2100,1001.6,196248,429,1.62
Urad,2014,Kharif     ,Maharashtra,276500,92300,1001.6,41740440,91245,0.408787879
Wheat,2014,Rabi       ,Maharashtra,1067300,1307700,1001.6,161119608,352209,1.20137931
Arhar/Tur,2014,Kharif     ,Manipur,511,507,987.5,77140.56,168.63,0.99
Banana,2014,Whole Year ,Manipur,6993,94222,987.5,1055663.28,2307.69,13.52111111
Cashewnut,2014,Whole Year ,Manipur,31,19,987.5,4679.76,10.23,0.64
Cowpea(Lobia),2014,Kharif     ,Manipur,966,1019,987.5,145827.36,318.78,1.075555556
Dry chillies,2014,Whole Year ,Manipur,9498,76782,987.5,1433818.08,3134.34,8.016666667
Ginger,2014,Kharif     ,Manipur,3026,36613,987.5,456804.96,998.58,12.24888889
Gram,2014,Rabi       ,Manipur,680,577,987.5,102652.8,224.4,0.847777778
Groundnut,2014,Kharif     ,Manipur,3365,2839,987.5,507980.4,1110.45,0.845555556
Maize,2014,Kharif     ,Manipur,19590,43350,987.5,2957306.4,6464.7,2.234444444
Maize,2014,Rabi       ,Manipur,6600,15400,987.5,996336,2178,2.334444444
Masoor,2014,Rabi       ,Manipur,560,471,987.5,84537.6,184.8,0.83
Moong(Green Gram),2014,Kharif     ,Manipur,428,417,987.5,64610.88,141.24,0.971111111
Other  Rabi pulses,2014,Rabi       ,Manipur,6000,5200,987.5,905760,1980,0.876666667
Other Kharif pulses,2014,Kharif     ,Manipur,1554,1749,987.5,234591.84,512.82,1.133333333
Peas & beans (Pulses),2014,Rabi       ,Manipur,18101,17106,987.5,2732526.96,5973.33,0.938888889
Potato,2014,Whole Year ,Manipur,14800,125420,987.5,2234208,4884,8.48
Rapeseed &Mustard,2014,Rabi       ,Manipur,28270,24520,987.5,4267639.2,9329.1,0.87
Rice,2014,Kharif     ,Manipur,224380,501980,987.5,33872404.8,74045.4,2.073333333
Soyabean,2014,Kharif     ,Manipur,5055,4322,987.5,763102.8,1668.15,0.842222222
Sugarcane,2014,Whole Year ,Manipur,5850,339310,987.5,883116,1930.5,57.03888889
Turmeric,2014,Whole Year ,Manipur,2149,25612,987.5,324413.04,709.17,11.94444444
Urad,2014,Kharif     ,Manipur,1421,1683,987.5,214514.16,468.93,1.196666667
Wheat,2014,Rabi       ,Manipur,2160,5620,987.5,326073.6,712.8,2.631666667
Arhar/Tur,2014,Kharif     ,Mizoram,250,212,2029.9,37740,82.5,0.92
Cotton(lint),2014,Kharif     ,Mizoram,91,58,2029.9,13737.36,30.03,0.644
Cowpea(Lobia),2014,Kharif     ,Mizoram,1200,1493,2029.9,181152,396,1.0375
Cowpea(Lobia),2014,Rabi       ,Mizoram,185,214,2029.9,27927.6,61.05,0.868
Maize,2014,Kharif     ,Mizoram,5553,8444,2029.9,838280.88,1832.49,1.65875
Maize,2014,Rabi       ,Mizoram,142,180,2029.9,21436.32,46.86,2.23
Other  Rabi pulses,2014,Rabi       ,Mizoram,1578.3,2245,2029.9,238260.168,520.839,1.315
Other Kharif pulses,2014,Kharif     ,Mizoram,1000,1800,2029.9,150960,330,1.40125
Potato,2014,Kharif     ,Mizoram,23,106,2029.9,3472.08,7.59,4.595
Potato,2014,Rabi       ,Mizoram,181,1176,2029.9,27323.76,59.73,5.756666667
Rapeseed &Mustard,2014,Rabi       ,Mizoram,310,317,2029.9,46797.6,102.3,1.203333333
Rice,2014,Autumn     ,Mizoram,20064,23583,2029.9,3028861.44,6621.12,1.14875
Rice,2014,Kharif     ,Mizoram,16380,35983,2029.9,2472724.8,5405.4,2.2825
Rice,2014,Rabi       ,Mizoram,486,1113,2029.9,73366.56,160.38,2.063333333
Sesamum,2014,Kharif     ,Mizoram,785,608,2029.9,118503.6,259.05,0.9075
Soyabean,2014,Kharif     ,Mizoram,1042,1472,2029.9,157300.32,343.86,1.15875
Sugarcane,2014,Whole Year ,Mizoram,1476,44257,2029.9,222816.96,487.08,27.9
Tapioca,2014,Kharif     ,Mizoram,161,1490,2029.9,24304.56,53.13,9.096
Tobacco,2014,Whole Year ,Mizoram,119,96,2029.9,17964.24,39.27,0.68
Arhar/Tur,2014,Kharif     ,Nagaland,3010,2710,1333.3,454389.6,993.3,0.883636364
Bajra,2014,Kharif     ,Nagaland,690,700,1333.3,104162.4,227.7,0.989090909
Barley,2014,Kharif     ,Nagaland,530,540,1333.3,80008.8,174.9,1.01
Castor seed,2014,Kharif     ,Nagaland,310,210,1333.3,46797.6,102.3,0.624444444
Cotton(lint),2014,Kharif     ,Nagaland,120,70,1333.3,18115.2,39.6,0.585
Cowpea(Lobia),2014,Kharif     ,Nagaland,490,720,1333.3,73970.4,161.7,1.473333333
Ginger,2014,Kharif     ,Nagaland,3620,33020,1333.3,546475.2,1194.6,9.122727273
Groundnut,2014,Kharif     ,Nagaland,860,880,1333.3,129825.6,283.8,1.012727273
Horse-gram,2014,Kharif     ,Nagaland,450,480,1333.3,67932,148.5,1.046363636
Jowar,2014,Kharif     ,Nagaland,240,230,1333.3,36230.4,79.2,0.96
Jute,2014,Kharif     ,Nagaland,3040,5790,1333.3,458918.4,1003.2,1.902
Linseed,2014,Rabi       ,Nagaland,5780,4670,1333.3,872548.8,1907.4,0.805454545
Maize,2014,Kharif     ,Nagaland,63600,125630,1333.3,9601056,20988,1.973636364
